gvkey1,gvkey2,year
11502,2289,1991
11503,3090,1989
11506,1848,1999
11506,3206,2000
11506,2054,2001
11506,11506,2002
11506,176899,2008
11506,144097,2009
11506,5047,2012
11509,5323,1983
11531,2255,1998
11550,10905,1999
11550,11236,2000
11554,6172,1998
11555,11042,1998
11555,6932,2001
11555,11554,2004
11555,8470,2007
11559,9124,1982
11559,4622,1996
11566,31016,1996
11580,10519,1998
11580,22059,2003
11580,2444,2009
11584,1756,1988
11597,1534,1984
11600,29131,2010
11600,27980,2012
11609,8543,2005
11636,3631,1983
11636,3778,1988
11636,63805,1998
11636,102617,1999
11636,10391,2000
11644,65248,1996
11644,11644,1998
11644,11644,1998
11644,11644,1998
11645,4136,1985
11649,8740,1993
11669,30782,2001
11670,65459,2011
11670,7422,2013
11672,5009,1986
11672,13504,1990
11682,1201,1989
11684,12745,1998
11687,8007,1997
11687,3441,1998
11687,30760,1999
11695,13726,1990
11720,23486,2002
11721,2589,2006
11721,6207,2007
11729,27914,2000
11729,61302,2000
11729,6781,2003
11729,6682,2013
11730,11730,2006
11747,7475,1997
11747,10156,1999
11747,15319,2003
11747,4503,2004
11770,16681,2007
11770,112410,2008
11770,156653,2010
11770,165912,2010
11770,175953,2013
11770,18246,2013
11770,12673,2015
11774,10407,1999
11781,4242,2002
11781,2437,2004
11796,11796,1997
11804,25157,1996
11804,62192,1999
11807,12483,1988
11811,2006,2000
11818,29645,2002
11818,11818,2005
11818,161065,2007
11842,16827,2004
11856,30268,1999
11856,13055,2000
11856,16733,2001
11856,65008,2001
11856,17047,2002
11856,61791,2002
11856,4739,2002
11856,29896,2003
11856,4742,2003
11856,24547,2006
11856,63486,2006
11856,252940,2008
11856,16681,2012
11856,17070,2016
11858,11858,1997
11861,16913,1995
11861,24503,1999
11861,16930,2001
11861,19508,2012
11866,12679,1997
11867,3308,1991
11867,62987,1998
11867,13501,2001
11896,25465,2003
11896,17095,2011
11896,7647,2014
11898,29710,2003
11910,13195,1989
11910,123019,2002
11923,61413,2000
11923,18705,2001
11923,6403,2006
11925,65135,1998
11925,28338,2002
11925,8133,2002
11925,9465,2003
11982,11982,1998
11985,11452,1991
11993,4835,1988
11993,1365,1993
12044,13157,1990
12045,8068,
12053,3760,1999
12053,113036,2000
12053,28822,2005
12053,11910,2011
12075,24695,1996
12075,29435,2009
12077,61852,1997
12077,2940,2000
12078,13350,1991
12122,11866,2001
12123,24731,2011
12124,27793,1997
12124,29316,2000
12124,11506,2003
12124,29693,2006
12124,28754,2006
12124,61941,2006
12124,30117,2007
12124,112033,2007
12126,24618,2004
12136,12136,1998
12136,62366,2000
12136,126005,2001
12136,119273,2002
12141,61532,2000
12141,129635,2003
12141,130305,2007
12141,160206,2009
12142,61143,1998
12142,64606,2003
12142,63180,2006
12142,25150,2007
12142,126597,2007
12142,61498,2007
12142,264506,2011
12142,175111,2013
12142,186451,2014
12142,7331,2015
12142,17581,2017
12142,179084,2017
12144,64884,2003
12144,128740,2003
12144,10252,2004
12171,12171,2014
12180,63268,1999
12180,156292,2005
12206,179562,2009
12215,23717,2008
12215,28206,2012
12219,14522,1988
12233,5994,
12233,12233,
12233,11208,
12233,27751,
12233,22261,
12233,61508,2000
12233,118653,2000
12234,184725,2013
12236,164099,2014
12246,3925,1987
12256,2433,2012
12262,2039,1986
12262,8682,1997
12263,12142,1997
12275,24366,1995
12323,9623,1994
12329,3955,1997
12338,24607,2002
12352,4932,1997
12352,8546,1999
12368,14578,2001
12384,24625,2006
12384,108219,2007
12392,3851,2005
12410,7977,1998
12417,8173,1997
12417,30463,1997
12419,7974,1996
12433,2646,1996
12433,14619,1999
12435,9748,2008
12441,7163,1997
12442,6611,1989
12445,5087,2005
12445,149538,2006
12459,9297,1987
12484,12485,1998
12484,1581,2000
12484,12484,2000
12485,65304,1998
12485,110621,1999
12485,110621,1999
12485,12485,2005
12487,11710,1987
12487,13384,1988
12503,12503,2006
12516,14887,1994
12540,13420,1994
12540,24951,1995
12540,179741,2015
12559,10407,2009
12573,1454,1989
12576,5180,1996
12576,62109,1998
12587,5996,1988
12587,65031,2003
12589,13584,1997
12589,61530,1998
12589,30971,1999
12589,12338,2010
12603,27990,1996
12604,5433,1992
12621,1647,1989
12635,28076,1997
12635,12635,1998
12635,3863,1998
12635,4739,1999
12635,12476,1999
12635,1487,2000
12635,5074,2003
12635,118266,2003
12635,61355,2007
12635,3336,2013
12640,2761,1991
12655,10441,2000
12669,177108,2013
12669,170353,2014
12673,15581,2004
12673,4093,2006
12673,4739,2006
12673,12124,2009
12673,123097,2010
12673,12673,2012
12679,30287,1995
12680,2722,1988
12689,8431,2002
12689,10002,2003
12718,3769,2004
12726,3186,1993
12726,13397,2001
12734,22678,1992
12734,25344,1994
12738,12738,1998
12741,12741,2000
12756,3144,1996
12790,4860,1999
12795,4378,1987
12795,4378,1989
12796,15598,2000
12796,64173,2001
12796,15598,2003
12796,15005,2005
12796,12796,2016
12804,113530,2014
12816,30608,
12821,4093,2006
12825,5868,1988
12825,30672,2007
12826,10498,2004
12826,5046,2006
12827,64739,2000
12846,8164,1994
12850,12850,1998
12850,25864,2000
12850,10458,2001
12855,12855,1998
12868,12868,2005
12877,2444,2008
12879,141642,2003
12883,14526,1991
12884,10032,1992
12884,15200,
12884,62266,2006
12886,16563,2002
12886,115872,2005
12886,174147,2005
12886,12886,2006
12892,141720,2015
12892,141720,2016
12895,8247,2013
12929,6324,1987
12945,64002,1999
12945,62437,2000
12949,13530,1989
12950,10867,1998
12950,6096,2000
12950,101202,2002
12950,1209,2002
12950,1945,2005
12968,4612,1987
12992,8214,2011
13003,10248,1987
13003,6291,1995
13010,19477,1996
13028,9709,1990
13032,23501,1993
13041,176453,1992
13041,7647,1996
13042,16858,1995
13046,10021,1989
13053,6579,1991
13054,13042,2000
13055,17054,1994
13071,13484,1992
13071,65803,
13071,61483,2014
13075,27818,1999
13075,1998,2000
13075,25132,2002
13113,16963,1993
13113,30402,1996
13114,63867,1998
13114,111321,2000
13114,29339,2001
13114,1318,2003
13114,29339,2003
13121,1508,1986
13124,63430,2002
13124,9403,2002
13125,13536,1999
13125,64839,2003
13125,13125,2011
13135,13135,1997
13157,7129,1987
13158,10466,1999
13166,4723,2000
13189,24731,2008
13189,5742,2011
13193,2517,1987
13197,107670,
13197,63594,
13197,64961,
13197,63013,
13197,62433,
13200,61046,2000
13204,100080,2000
13204,7171,2005
13208,7647,1998
13227,110239,2001
13241,16440,1999
13260,4847,1987
13260,12078,1987
13260,15107,1989
13264,1970,1987
13264,11118,1988
13277,10828,1988
13286,13286,1998
13311,12484,2005
13312,8279,1989
13312,174169,2012
13328,6268,2000
13365,112033,2005
13365,15334,2006
13369,62377,2000
13373,15090,1990
13375,126555,2013
13375,126555,2015
13380,25196,1997
13380,29100,1998
13380,62915,1999
13381,13292,2003
13387,15454,1996
13397,8070,1992
13401,210607,1997
13406,64985,2004
13406,3465,2013
13408,13408,1997
13409,15347,1998
13419,5793,1988
13421,1888,1990
13421,11083,1991
13421,62599,1998
13421,62300,1999
13421,143444,2002
13427,6944,1995
13427,7380,1999
13431,11506,2003
13436,13085,1987
13436,13085,1990
13440,13440,2001
13440,63023,2002
13440,25053,2004
13440,6682,2005
13440,2783,2006
13453,4716,1997
13453,15581,2003
13453,15581,2008
13467,9236,1997
13467,60875,2000
13470,15577,1999
13500,4405,1989
13510,29389,2005
13526,4503,2011
13551,13551,1998
13551,114777,1998
13557,16747,2006
13562,13562,1998
13562,177088,2010
13562,2019,2012
13562,8363,2013
13570,10983,2007
13584,13232,1996
13587,7720,1995
13599,63030,2003
13599,155795,2008
13599,178855,2010
13600,62735,1999
13623,2403,1997
13623,64680,2003
13623,2044,2004
13628,7585,1996
13639,7746,1991
13644,1181,1989
13680,11795,1988
13683,13683,2012
13686,5475,1997
13700,16452,1997
13709,165358,2010
13712,31600,2004
13714,6901,1986
13714,5378,1994
13714,6218,1998
13714,24620,1999
13714,25753,2000
13714,116609,2001
13714,25056,2003
13714,15337,2012
13721,1078,2015
13767,2413,1990
13776,13547,1988
13776,28992,2000
13779,23761,1994
13782,1913,2003
13782,146735,2004
13789,7750,2015
13822,5904,1991
13822,61755,1997
13831,2536,2000
13839,4087,1996
13839,24667,1997
13855,10864,1989
13855,12197,1992
13855,4425,1993
13873,13873,1998
13894,13894,1997
13894,14477,
13894,14477,
13894,3848,
13894,14477,
13894,27987,
13894,13894,
13902,29803,2000
13961,2201,
13962,13962,2004
13968,7648,2000
13976,13976,
13988,162175,2011
13990,8122,1984
13990,28668,1996
13990,62830,1997
13990,11456,2004
14002,8582,1999
14027,11809,1989
14027,122380,2011
14027,178851,2015
14027,5338,2016
14057,8543,1996
14062,10405,1997
14062,3093,1997
14062,9815,1998
14062,5878,2007
14064,2577,1999
14064,11797,2000
14064,5087,2001
14065,29767,1998
14065,5047,2004
14065,14065,2004
14065,25777,2006
14067,65248,2007
14104,10144,1994
14104,14104,1996
14114,12475,1995
14114,6047,2001
14115,111104,
14131,61147,
14134,25515,1997
14134,29468,1999
14134,3243,1999
14134,9783,1999
14140,3243,2010
14140,14140,2013
14172,16908,1998
14172,31135,2000
14172,127799,2003
14172,30342,2004
14172,110488,2005
14172,30445,2006
14201,28970,2007
14222,7049,1999
14225,121436,2003
14253,17063,1993
14256,13941,2001
14256,8546,2004
14256,160505,2014
14261,2267,
14268,63452,1998
14268,26852,2003
14275,31894,2006
14280,62553,1997
14282,62490,2003
14304,1359,1998
14310,14310,1996
14313,6104,2002
14326,1772,1997
14326,6517,1999
14326,3243,1999
14326,26004,2010
14359,7276,1997
14359,1238,2001
14359,20064,2004
14359,266163,2008
14359,179739,2013
14359,14934,2016
14362,16672,1989
14362,17046,1997
14363,24051,1996
14363,11782,1997
14363,13542,
14369,1318,2005
14370,12816,2004
14370,20600,2009
14373,9299,1999
14383,29611,
14385,28478,1998
14385,65016,2003
14390,8789,2001
14396,61469,1998
14405,10188,1996
14418,5211,2000
14423,9362,1987
14446,6271,1993
14446,11679,1994
14446,9699,2002
14459,31144,
14462,14462,2001
14466,142462,1999
14466,7647,2007
14470,3170,1999
14477,18950,1994
14477,11429,1996
14477,22140,1997
14477,13894,1998
14477,64696,1999
14477,14802,2002
14477,14802,2002
14482,3975,
14489,100599,2008
14489,118003,2010
14502,1164,
14503,9433,1998
14506,30862,1999
14506,1891,2000
14524,30253,1995
14531,9114,1997
14535,9526,1994
14535,6475,1997
14535,12545,1997
14535,24066,2002
14535,7163,2011
14538,25813,1999
14538,14285,2008
14561,64936,2001
14561,133944,2013
14565,7585,2000
14578,12368,
14582,11646,2004
14590,107965,2012
14605,8094,1989
14605,14605,2002
14605,14605,2007
14611,65155,1999
14611,14611,2005
14616,3426,1996
14623,29918,2001
14623,61405,2002
14624,15231,1991
14624,21081,1998
14624,10639,2004
14624,2290,2013
14626,22765,2008
14650,64597,2003
14682,15365,2007
14708,14693,2005
14760,14758,1998
14790,29755,2013
14791,6490,1993
14793,1794,1997
14802,7322,1996
14802,16245,1999
14822,1910,1996
14856,12729,1989
14856,1112,1989
14856,28731,1996
14883,7875,1998
14894,3114,2001
14894,8745,2003
14895,14939,1990
14908,16932,2001
14920,14920,1997
14923,2416,1996
14934,6403,1996
14934,7466,2002
14960,22850,1994
14960,25586,2002
14960,134308,2009
15005,128560,2003
15037,14011,2006
15038,31195,2004
15060,7620,1996
15070,8549,2003
15070,15247,2005
15070,6297,2005
15070,65494,2005
15070,14565,2007
15070,14391,2015
15083,15088,1997
15084,13130,1994
15084,6819,1997
15084,2410,1999
15084,6127,1999
15110,14124,1998
15113,10530,1997
15123,9256,1998
15123,25573,1998
15123,25573,1998
15123,25573,1998
15123,5047,
15124,16553,
15172,30383,1999
15173,7479,1995
15174,14297,2002
15174,15174,2003
15181,29899,2006
15181,15181,2013
15182,24644,1995
15199,30617,2000
15199,115121,2001
15199,15199,2008
15202,16693,1997
15202,28437,2001
15202,14159,2004
15202,29645,2004
15243,2847,1996
15246,15246,1989
15247,7475,1998
15247,14978,2001
15247,25422,2001
15247,15247,2003
15247,4242,2004
15247,16479,2005
15248,4062,1999
15252,15252,2010
15261,6781,1996
15274,166482,2005
15290,29170,1998
15290,63980,2001
15290,10085,2006
15293,61603,2000
15298,10960,1997
15315,6158,1998
15321,15321,2002
15334,100080,2000
15334,3607,2002
15337,15337,1999
15337,61441,2001
15337,6639,2001
15343,29262,1999
15343,3246,2013
15347,63847,2004
15363,176443,1993
15363,30888,2009
15383,61527,1997
15391,15390,2008
15396,186773,2015
15414,12233,1999
15414,12479,1999
15417,15417,1998
15417,14466,1999
15417,61589,2001
15417,15417,2012
15444,15444,1996
15444,6796,1997
15444,15444,1998
15444,15444,1998
15444,1794,2006
15444,105089,2007
15444,6547,2007
15444,120824,2012
15459,9114,1997
15471,11785,1997
15474,17528,1991
15503,10728,1995
15504,3231,1996
15504,113490,1997
15504,8606,2000
15504,61568,2000
15504,9083,2000
15504,15617,2001
15508,107637,2007
15509,2369,2010
15521,3863,2007
15577,15577,2001
15580,2014,1998
15580,12124,2002
15581,121816,2017
15582,15582,1999
15582,7647,2006
15582,10863,2009
15598,7547,1986
15617,8898,1996
15617,14491,1997
15617,1177,2000
15617,112092,2001
15617,65773,2002
15617,3243,2008
15620,15620,2007
15633,61840,1998
15633,2467,1999
15633,120793,2000
15633,16573,2001
15633,66695,2002
15633,12673,2002
15633,114648,2003
15633,17016,2007
15633,31062,2008
15633,15633,2008
15633,2968,2010
15634,11858,2000
15634,133988,2003
15634,16751,2004
15634,8272,2008
15634,15634,2011
15659,28858,2009
15704,63731,1996
15704,4988,1997
15704,113272,2004
15706,121513,2002
15706,16991,2007
15706,16784,2008
15706,7922,2015
15709,101020,2002
15709,128659,2003
15724,8214,1999
15724,25284,1999
15724,14133,2000
15782,1619,2000
15782,15617,2005
15782,4674,2007
15802,25336,1995
15853,29756,1997
15855,110685,2000
15855,61102,2004
15855,147452,2008
15855,66368,2011
16116,149070,2016
16188,6494,2000
16227,19599,1996
16227,29981,1998
16227,25521,1999
16239,176445,1993
16239,17409,1998
16241,13648,1988
16243,176459,1993
16243,17227,1994
16243,17098,1995
16245,17093,1998
16245,16769,2008
16245,25322,2010
16405,16405,1996
16423,16423,1997
16423,61153,2010
16423,61153,2011
16423,151403,2013
16428,16996,2001
16429,13467,1998
16436,6864,1999
16436,121755,2002
16452,16452,1996
16453,3362,2004
16453,14140,2012
16469,24680,
16474,8446,2005
16475,3610,1991
16477,5860,1997
16478,1609,1996
16478,64409,2001
16573,27870,1995
16573,22791,1996
16573,7647,1997
16573,17316,1999
16603,101310,2007
16603,63084,2008
16603,142953,2010
16603,101310,2011
16637,7711,1998
16663,18205,1996
16681,15405,1998
16681,30855,2002
16700,177088,2015
16705,16705,2011
16721,12141,2000
16721,160810,2006
16733,29404,1996
16733,61999,
16751,17007,1995
16751,16958,1997
16751,16238,1997
16751,16239,1999
16751,25508,2001
16769,113367,
16775,65660,2003
16777,15633,2003
16777,66151,2008
16777,24414,2009
16778,61788,1998
16781,22196,1998
16781,19954,1999
16781,17861,2013
16784,16784,1998
16784,29306,1999
16790,9783,1997
16790,4764,1997
16790,7647,2001
16790,15634,2008
16790,109683,2012
16790,109683,2012
16791,11852,1996
16791,16791,
16807,7711,1998
16824,1998,1998
16832,29561,2001
16832,11687,2005
16843,30017,2003
16845,115121,2013
16852,21377,1994
16860,60975,
16861,7238,1997
16865,9783,1997
16873,11858,1997
16889,62506,2004
16889,162662,2009
16889,16926,2013
16910,18051,2007
16948,17150,2001
16956,120815,2007
16961,3024,
16991,16680,1996
16991,16757,1996
16991,16683,2000
16991,16873,2001
16991,16664,2001
16991,20028,2004
16991,5417,2006
16991,16896,
17008,15598,1996
17030,16809,1997
17030,30595,2000
17070,155856,2008
17076,142462,1999
17081,28364,
17093,4739,1997
17095,18360,1995
17095,108154,2007
17095,15634,2009
17095,62224,2011
17095,16974,2012
17106,31380,1997
17106,63723,2015
17110,10499,1996
17110,7648,1998
17110,6066,1999
17110,20779,2001
17110,6066,2003
17110,10453,2005
17110,138607,2005
17115,3650,1999
17129,16842,1996
17130,176464,1993
17130,16761,1994
17130,16859,1997
17131,9827,1987
17132,162662,2007
17136,16953,1994
17142,4680,1996
17144,3835,1999
17150,14362,1998
17150,28837,1999
17150,142462,2004
17150,64267,2004
17150,120354,2004
17150,8245,2005
17150,17081,2006
17150,2968,2015
17151,16834,1994
17151,17348,2002
17151,30550,2004
17151,16763,2012
17151,31702,2016
17160,15504,1998
17167,16231,1994
17179,22303,1994
17179,31432,2000
17184,16681,2005
17184,15580,2016
17193,30393,1997
17196,101310,2005
17209,3273,1998
17225,29131,2005
17233,17233,1998
17233,16791,2007
17233,19658,2012
17239,110179,2004
17239,110179,2007
17239,130200,2015
17240,16754,1996
17245,176454,1991
17248,29050,1997
17248,63699,2007
17248,147948,2011
17248,62472,2014
17252,16647,1999
17254,19385,1993
17256,28315,2002
17269,16905,1994
17272,8007,1999
17277,17277,2014
17346,61862,1998
17420,25680,2001
17420,5959,2004
17420,1976,2004
17436,9217,2000
17436,14182,2000
17436,10156,2004
17452,21066,2010
17544,105089,2002
17616,2449,1998
17640,17640,1997
17640,24279,2000
17640,112780,2002
17640,112965,2004
17640,16681,2008
17780,19885,1995
17795,62487,2002
17828,3022,1998
17877,7647,2013
17908,150478,2006
17928,63800,2016
17933,170841,2014
17933,170841,2014
17933,116029,2016
18036,177267,2015
18049,28696,2005
18049,61206,2011
18049,65515,2013
18049,26067,2013
18049,183580,2014
18058,4742,1998
18086,175483,2014
18086,138608,2016
18184,61743,2015
18184,157057,2015
18221,18797,2001
18276,60949,2002
18276,7647,2013
18293,135990,2014
18293,135990,2015
18315,111965,2017
18329,30188,2016
18332,64011,2008
18431,165652,2014
18431,165652,2015
18432,25749,2015
18467,124440,2003
18467,12136,2005
18597,8852,1996
18624,18624,2015
18624,180652,2016
18636,5568,1999
18636,10190,1999
18654,65345,2006
18695,163633,2014
18699,25658,1998
18701,7369,1997
18705,4242,2003
18774,15247,2014
18805,8264,2010
19024,25706,1995
19049,28185,2007
19078,17601,1994
19084,28930,2015
19094,18769,2000
19094,30214,2001
19094,17678,2006
19094,17908,2013
19103,3863,1996
19104,24810,2014
19104,19104,2015
19124,63672,2003
19124,16890,2007
19124,156653,2010
19262,1998,1998
19262,8245,1998
19262,24232,2015
19349,7085,1998
19349,4199,2000
19349,9635,2000
19349,12570,2001
19349,238616,2004
19349,3917,2006
19349,100080,2007
19349,6848,2008
19428,4640,2016
19518,170615,2015
19537,9783,1998
19538,25970,2001
19538,29211,2013
19565,25691,2003
19613,109186,2003
19694,30759,2000
19713,16910,2011
19744,11259,2016
19770,4503,2015
19807,24547,2001
19817,175646,2016
19824,12916,2008
19932,160472,2008
19965,15709,2001
20019,22677,1999
20029,5250,2010
20031,6107,1995
20064,6736,1998
20064,23561,1999
20064,6334,2000
20075,23531,1996
20097,63088,2000
20109,4739,1998
20109,13041,2004
20158,14190,1994
20185,20185,1998
20185,2845,2002
20196,11919,2001
20196,61151,2007
20200,25039,
20202,127456,2006
20204,62225,2006
20221,25562,1998
20232,140759,2017
20252,17209,
20293,2067,1990
20294,3053,
20296,5639,1996
20297,9783,1997
20309,8881,1997
20339,23826,1996
20339,21962,1997
20344,29607,2015
20375,11366,
20412,19275,2015
20412,187491,2015
20421,2909,2003
20440,8068,2006
20484,7881,2004
20570,4040,2004
20600,8626,2002
20600,19565,2010
20653,1380,1996
20653,5757,2002
20653,176070,2009
20653,142382,2010
20655,4517,2015
20666,6781,1998
20693,160293,
20722,25053,1998
20722,9653,2000
20739,143403,2014
20747,25509,2005
20779,20779,1998
20779,28910,1999
20779,122156,2000
20779,29396,2001
20779,134164,2007
20860,4060,2008
20866,4430,1997
20877,29464,2009
20904,14186,2012
20907,23945,1996
20909,4093,2000
20909,1238,2001
20909,15084,2002
20944,12384,2015
20993,20993,1996
20993,9771,2000
21023,175163,
21061,5047,2005
21186,64840,2002
21232,21232,2002
21237,21237,1996
21237,14934,2005
21244,5555,1996
21326,185827,2014
21332,31723,1998
21375,2429,1981
21496,9203,1997
21496,8972,1998
21503,17048,1995
21521,17987,2008
21630,164099,2014
21777,5811,2009
21777,29939,2010
21777,5047,2012
21808,21808,2015
21828,28668,1997
21828,28668,1997
21845,145979,2016
21864,21864,1998
21864,1500,2004
21864,174663,2010
21918,4029,2015
22049,28138,2000
22059,108829,2007
22086,7700,2001
22139,22139,1996
22140,63336,1998
22144,1820,1997
22196,30988,1997
22207,63892,2000
22207,22207,2004
22221,12077,2003
22221,30536,2006
22250,25144,1995
22250,8530,
22260,2072,1992
22260,5776,1993
22260,5718,1994
22260,14987,1995
22260,22260,2011
22325,8546,2000
22447,12688,2002
22447,12688,2006
22496,3170,1996
22532,11259,2003
22536,15429,1992
22570,26244,2002
22615,12243,1993
22615,24388,1995
22653,166368,2016
22668,10614,1996
22668,10482,1999
22717,158587,2013
22765,14626,1999
22794,11396,1995
22794,1308,2007
22815,160329,2012
22823,11693,1997
22827,24613,2000
22974,4087,1996
22974,18705,1998
22974,18705,1998
22974,10482,1998
22974,27984,2001
22974,4503,2004
23034,23777,2003
23076,25269,1994
23084,138610,2007
23088,7059,1997
23088,2086,2005
23097,9603,2000
23111,23111,1998
23111,7711,2005
23111,66102,2006
23220,29274,1997
23221,4176,1990
23224,4199,2000
23226,62388,2012
23251,15710,1996
23361,15708,
23387,16603,2000
23442,11965,1990
23485,1487,2005
23485,5047,2012
23526,24381,1999
23535,23535,2005
23553,16686,1996
23553,125034,2004
23592,16861,1997
23592,4723,2000
23592,4739,2000
23592,4739,2002
23667,5151,1998
23667,30994,2000
23667,64888,2000
23667,10190,2010
23671,121561,2001
23671,7585,2004
23714,12146,1994
23714,120302,2007
23717,23717,2000
23767,7585,1999
23809,8475,1999
23820,13447,1993
23820,65633,1997
23820,62046,1998
23821,23354,2016
23821,184068,2016
23826,3936,1995
23826,2193,1996
23871,25094,1996
23877,61163,1998
23877,61163,1998
23877,7133,2000
23897,12489,1995
23897,62442,1998
23898,23898,2002
23943,129083,2000
23943,166592,2010
23943,6003,2013
23945,30546,2004
23945,160290,2005
23946,29093,1995
23946,7216,1996
23946,61149,1997
23946,11754,1997
23961,11038,1998
23961,1848,1999
23961,15306,2001
23978,31502,1996
23978,13351,2003
23978,6797,2007
23988,24977,1995
24008,63934,2002
24021,24021,1998
24021,64451,2011
24032,27773,1999
24032,124176,2004
24058,1177,1997
24066,30945,1999
24086,23603,1994
24096,12868,2014
24105,11903,1999
24110,17107,2004
24171,3615,
24184,11871,1998
24184,14001,1999
24184,65156,2001
24184,133768,2003
24186,13092,2004
24186,24186,2005
24187,5144,1997
24191,28674,1997
24216,3033,1999
24216,6178,2001
24216,10530,2001
24216,3814,2011
24222,24872,1997
24232,11482,2011
24283,16603,1998
24283,30600,2005
24303,22184,1992
24304,7250,2006
24315,4961,1998
24318,16895,1999
24350,20495,1999
24350,24350,2013
24352,63324,2003
24352,121720,2004
24352,118738,2006
24353,62889,2001
24356,63848,
24357,14630,1995
24357,13265,1996
24378,20991,1999
24395,64425,1998
24397,1998,1998
24405,29695,1998
24409,27775,1995
24409,138701,2003
24430,160892,2012
24440,121839,2003
24440,1539,2010
24447,7647,1998
24463,6351,1996
24466,63258,2003
24466,29996,2007
24468,2226,2003
24474,29374,2004
24486,24486,1998
24489,61402,2007
24503,105805,2006
24505,1989,1996
24530,30246,1995
24530,27860,1995
24530,28935,
24537,25015,1999
24539,61104,1996
24539,116004,2007
24607,24607,1998
24608,23543,1994
24620,7809,1997
24620,110729,2003
24620,30117,2005
24625,4926,1999
24625,5508,1999
24625,1706,2000
24625,165051,2011
24629,1036,2000
24645,13349,1995
24668,24668,1996
24668,24668,1997
24670,2393,1999
24689,8762,1998
24720,4156,2017
24723,27928,1997
24731,23218,1998
24731,9256,2002
24731,1956,2003
24731,65251,2006
24731,24731,2009
24731,177088,2015
24731,24731,2016
24758,20202,1998
24783,5439,1998
24800,157635,2011
24800,6003,2012
24809,4371,2000
24810,6135,2001
24810,14934,2005
24810,6135,2015
24825,29052,2015
24853,24654,1994
24853,61703,2008
24856,65048,2003
24856,25774,2009
24856,174507,2012
24858,24858,1998
24860,10455,1994
24865,13780,1996
24865,66686,2003
24870,28487,1997
24870,24870,1998
24879,23002,1996
24879,1609,1998
24900,24900,1999
24908,8762,1996
24908,24908,
24920,145979,1999
24922,24922,2010
24925,4145,2000
24926,25955,1998
24931,11114,1994
24931,24659,1995
24934,120634,2004
24934,29075,2006
24934,12697,2007
24943,12284,1994
24975,24793,1998
24975,143869,2006
24975,140679,2008
24988,61605,1997
24996,5608,2000
25005,13253,1995
25005,24928,
25014,25620,2000
25021,61330,2000
25021,25099,2004
25025,6108,1997
25031,7171,1997
25033,25033,2000
25046,22087,1994
25056,28637,1999
25056,11300,2002
25056,25056,2003
25056,266314,2004
25056,3054,2005
25056,25056,2005
25058,22241,1993
25062,161816,2005
25078,24811,1995
25080,29777,1995
25080,15617,1997
25089,61798,2001
25110,8530,2017
25114,14446,1997
25114,25114,1998
25115,120178,2000
25116,16668,1996
25116,9783,1997
25119,5705,1992
25119,63246,1999
25119,2489,2003
25124,5878,1996
25124,61982,2001
25150,29803,2001
25154,29440,1996
25157,25157,1996
25157,31564,1999
25157,13032,2000
25157,29320,2002
25157,3373,2004
25157,8007,2007
25167,25353,1998
25168,24668,2001
25170,25170,2008
25173,106073,2010
25173,15633,2011
25180,5959,1998
25180,2817,2002
25180,5087,2002
25202,4031,1998
25203,63463,1997
25216,5492,1999
25216,20202,1999
25271,22998,1995
25271,62400,1999
25279,9477,1995
25279,25280,1995
25279,25012,1996
25279,63038,2001
25279,2990,2003
25279,31166,2006
25279,2990,2007
25279,163721,2008
25282,10519,1996
25283,27780,2010
25283,27780,2010
25283,27780,2010
25283,27780,2010
25313,23787,1997
25313,2403,1997
25313,6717,2004
25314,25991,2001
25314,6097,2003
25317,62524,1996
25334,147087,2002
25338,62590,2013
25340,13081,1998
25340,5750,2012
25351,5442,
25355,4162,2003
25356,5180,1999
25356,66454,2002
25356,7186,2012
25376,133048,2014
25389,26008,2003
25405,28742,2005
25434,25434,2011
25435,2759,1994
25458,24068,1999
25509,62870,2000
25509,11038,2003
25509,22398,2006
25509,12384,2010
25528,25821,1999
25536,1478,2000
25573,4988,1997
25573,62591,1997
25573,30198,1998
25573,3243,1999
25573,10787,1999
25573,2085,1999
25573,12380,1999
25573,4029,2000
25604,13223,
25627,15112,1998
25627,30730,1998
25627,6310,1999
25627,20909,2003
25627,14363,2003
25627,5980,2005
25627,25627,2007
25627,150277,2009
25627,12384,2010
25627,162272,2013
25633,13535,1994
25633,25633,1996
25635,22791,1996
25647,14281,1998
25655,142260,2006
25658,3352,1988
25676,25676,1997
25680,25680,2006
25691,2259,2004
25714,150279,2006
25747,22059,2003
25747,134932,2016
25748,24093,1999
25753,61292,1997
25753,30945,1997
25753,63329,1998
25753,25753,1999
25753,1095,2000
25753,28250,2000
25753,1095,2002
25753,62919,2004
25769,19404,1994
25773,30060,1998
25774,128620,2003
25776,3336,2013
25777,9815,2006
25783,30096,1995
25783,63761,1998
25783,126773,2002
25783,61570,2008
25792,6963,2010
25801,12883,1998
25804,6151,
25822,19260,1994
25848,140073,2004
25850,25850,2005
25852,29487,2003
25859,61473,
25860,7711,1999
25860,4737,2008
25863,29011,1996
25870,29733,2001
25870,14182,2014
25874,114303,1999
25874,4503,2000
25877,1910,1997
25877,17262,1999
25877,5073,2005
25877,15724,2006
25878,25878,1997
25878,25878,1997
25878,5340,1998
25880,3863,1997
25880,177088,2010
25895,7711,2004
25921,29262,2000
25921,10867,2003
25937,24174,1995
25937,25121,1998
25937,160237,2008
