GVKEY,DATADATE,FYEAR,CIK,MD_A,PROFORMA
012142,31MAY2006,2005,0001341439,2,I
012142,31MAY2007,2006,0001341439,2,I
012142,31MAY2008,2007,0001341439,2,I
012142,31MAY2010,2009,0001341439,3,C
012142,31MAY2011,2010,0001341439,2,I
012142,31MAY2012,2011,0001341439,2,C
012142,31MAY2013,2012,0001341439,2,C
012144,31DEC2002,2002,0000789388,3,N
012171,31JAN1998,1997,0000790703,2,C
012171,31JAN1999,1998,0000790703,3,C
012171,31JAN2004,2003,0000790703,2,C
012171,31JAN2013,2012,0000790703,3,I
012180,30SEP2003,2003,0000729922,2,C
012180,31DEC2005,2005,0000729922,3,N
012189,31DEC2003,2003,0000790818,4,I
012189,31DEC2006,2006,0000790818,4,C
012189,31DEC2007,2007,0000790818,4,C
012215,31DEC2004,2004,0000791915,2,I
012215,31DEC2008,2008,0000791915,1,C
012215,31DEC2012,2012,0000791915,4,C
012233,31DEC2000,2000,0000732485,2,C
012233,31DEC2001,2001,0000732485,2,C
012233,31DEC2003,2003,0000732485,2,C
012233,31DEC2004,2004,0000732485,2,I
012233,31DEC2005,2005,0000732485,2,N
012233,31DEC2006,2006,0000732485,2,I
012233,31DEC2007,2007,0000732485,2,I
012234,31JAN2007,2006,0000790715,1,C
012234,31JAN2013,2012,0000790715,3,C
012236,31MAR2006,2005,0000778734,3,C
012274,31DEC1995,1995,0000725058,1,N
012275,31DEC1995,1995,0000731336,1,C
012383,31DEC2005,2005,0000900268,2,C
012384,31DEC2012,2012,0001306965,1,N
012433,30SEP1999,1999,0000794172,2,C
012434,31MAR1998,1997,0000795665,2,C
012441,31DEC2005,2005,0000749251,3,C
012467,31MAR1998,1997,0000743029,2,C
012471,31MAR1995,1994,0000789460,4,C
012471,31DEC2004,2004,0000789460,2,C
012472,31MAR1998,1997,0000356841,2,N
012480,31MAR1998,1997,0000796038,3,N
012540,30NOV2002,2002,0000796343,3,I
012540,30NOV2006,2006,0000796343,2,N
012540,30NOV2009,2009,0000796343,4,I
012540,30NOV2010,2010,0000796343,2,N
012560,31OCT1995,1995,0000793523,2,C
012576,31OCT1995,1995,0000792641,2,C
012581,30JUN2001,2001,0000751085,2,C
012587,31DEC1998,1998,0000799089,1,C
012587,31DEC1999,1999,0000799089,2,N
012587,31DEC2003,2003,0000799089,3,C
012589,31DEC1997,1997,0000785161,2,I
012597,31JAN2009,2008,0000798081,3,C
012620,30APR2006,2005,0000798736,2,I
012621,31DEC2008,2008,0000854852,3,C
012628,31DEC1993,1993,0000799319,2,C
012677,31MAR2007,2006,0000800460,2,C
012679,30JUN1997,1997,0000802301,5,N
012691,31DEC2006,2006,0000795551,2,C
012691,31DEC2008,2008,0000795551,5,C
012718,31JAN2004,2003,0000701319,2,C
012730,31DEC1998,1998,0000026990,2,N
012757,31DEC1995,1995,0000713275,1,N
012761,31DEC2002,2002,0000351834,2,N
012785,30SEP2001,2001,0000802481,2,C
012785,30SEP2007,2007,0000802481,2,C
012789,31DEC2004,2004,0000355777,3,C
012796,31DEC2011,2011,0000036047,3,N
012801,30SEP1998,1998,0000753048,3,C
012815,31MAR2010,2009,0000800458,2,C
012828,30JUN2007,2007,0000744962,1,C
012834,30SEP1995,1995,0000722567,2,N
012850,31DEC2000,2000,0000804753,1,N
012850,31DEC2001,2001,0000804753,1,N
012868,31OCT2005,2005,0000805305,3,C
012874,31DEC2010,2010,0000749660,2,C
012874,31DEC2011,2011,0000749660,3,C
012886,30JUN2008,2008,0001308161,2,I
012895,31DEC2006,2006,0000805264,3,C
012915,31DEC2011,2011,0001116463,4,C
012950,31MAR2007,2006,0000804212,3,C
012950,31MAR2008,2007,0000804212,3,C
013003,31OCT1994,1994,0000801898,2,N
013003,31OCT2011,2011,0000801898,3,C
013011,31MAR2000,1999,0000752431,2,C
013011,31MAR2008,2007,0000752431,2,C
013016,31DEC1998,1998,0000790498,3,I
013027,31DEC2002,2002,0000805023,2,C
013032,31DEC2004,2004,0000807884,3,C
013145,31MAR2002,2001,0000809023,2,N
013184,31DEC2002,2002,0000799698,2,C
013184,31DEC2008,2008,0000799698,1,N
013197,31DEC1993,1993,0000795986,3,C
013197,31DEC1994,1994,0000795986,3,C
013197,31DEC1997,1997,0000795986,3,I
013197,31DEC1999,1999,0000795986,3,C
013204,31DEC2003,2003,0000880430,3,C
013204,31DEC2004,2004,0000880430,3,I
013219,31DEC1998,1998,0000810876,1,C
013227,31DEC2001,2001,0000912766,3,N
013228,30JUN2000,2000,0000803058,2,C
013311,31DEC2006,2006,0000028452,3,C
013312,30JUN2002,2002,0000811809,3,N
013312,30JUN2005,2005,0000811809,3,C
013312,30JUN2010,2010,0000811809,1,N
013328,31JAN2005,2004,0000808064,2,C
013365,30JUN2002,2002,0000010081,1,N
013369,31DEC2000,2000,0000813347,2,C
013378,31JAN1997,1996,0000812491,2,C
013380,31JAN1997,1996,0000812900,2,C
013421,31DEC1999,1999,0000813672,2,N
013421,31DEC2002,2002,0000813672,2,N
013421,31DEC2005,2005,0000813672,2,N
013421,31DEC2010,2010,0000813672,2,I
013429,31DEC1993,1993,0000810665,2,C
013440,31DEC2003,2003,0000794323,2,C
013440,31DEC2007,2007,0000794323,2,C
013440,31DEC2011,2011,0000794323,3,C
013442,31MAR1998,1997,0000801448,2,C
013443,31OCT2000,2000,0000742550,3,I
013473,30SEP1998,1998,0000813895,3,I
013480,31DEC2004,2004,0000814549,2,C
013480,31DEC2008,2008,0000814549,3,C
013480,31DEC2009,2009,0000814549,2,C
013480,31DEC2011,2011,0000814549,2,C
013498,30NOV2003,2003,0000815097,5,C
013500,31JAN1996,1995,0000814430,2,C
013525,31DEC2002,2002,0000706015,1,N
013526,31DEC2010,2010,0000805022,3,N
013551,31DEC1998,1998,0000717754,2,N
013570,31DEC2007,2007,0000769520,3,I
013570,31DEC2008,2008,0000769520,3,N
013570,31DEC2009,2009,0000769520,3,C
013584,31MAY1997,1996,0000806151,3,N
013587,31DEC1995,1995,0000810316,3,C
013594,31DEC1995,1995,0000804333,2,C
013599,31DEC2008,2008,0000816284,2,C
013599,31DEC2010,2010,0000816284,3,C
013600,31DEC1999,1999,0000813902,2,C
013623,31DEC1995,1995,0000816956,2,C
013623,31DEC1997,1997,0000816956,2,C
013623,31DEC1998,1998,0000816956,2,C
013623,31DEC2003,2003,0000816956,3,I
013623,31DEC2012,2012,0000816956,2,C
013630,31DEC2012,2012,0000772572,3,C
013683,31DEC2005,2005,0000814052,2,
013683,31DEC2006,2006,0000814052,2,C
013683,31DEC2007,2007,0000814052,2,N
013683,31DEC2008,2008,0000814052,2,N
013700,31DEC1997,1997,0000818479,2,N
013708,31DEC1993,1993,0000811929,2,C
013709,31DEC2005,2005,0000813762,3,C
013710,31DEC1997,1997,0000811532,2,C
013710,31DEC2006,2006,0000811532,3,C
013714,31DEC1994,1994,0000813828,2,C
013714,31DEC2000,2000,0000813828,5,C
013714,31DEC2001,2001,0000813828,5,C
013714,31DEC2004,2004,0000813828,2,N
013714,31DEC2007,2007,0000813828,2,N
013714,31DEC2008,2008,0000813828,2,N
013782,31MAR2008,2007,0000819220,3,C
013789,31DEC2011,2011,0000816159,3,C
013800,31DEC2006,2006,0000799231,3,I
013800,31DEC2008,2008,0000799231,3,I
013824,30SEP2002,2002,0000814547,2,C
013824,30SEP2005,2005,0000814547,3,C
013839,31DEC1997,1997,0000820081,3,C
013843,30APR1996,1995,0000814915,1,N
013866,31JAN1999,1998,0000817946,2,C
013891,30APR1999,1998,0000773657,2,C
013961,31MAY1995,1994,0000083496,3,N
013962,31JUL2004,2004,0000922358,3,N
013990,31DEC1997,1997,0000801351,3,I
013990,31DEC1999,1999,0000801351,3,I
014002,31AUG1998,1998,0000818010,2,C
014011,31DEC1998,1998,0000782819,2,N
014011,31DEC1999,1999,0000782819,2,N
014011,31DEC2002,2002,0000782819,2,C
014027,31DEC2006,2006,0000822818,3,C
014027,31DEC2009,2009,0000822818,2,I
014027,31DEC2011,2011,0000822818,2,I
014049,31DEC2007,2007,0001203748,3,I
014064,31DEC2000,2000,0000065195,2,I
014077,31DEC2003,2003,0000922354,1,N
014077,31DEC2004,2004,0000922354,2,N
014114,30JUN1995,1995,0000319459,2,C
014145,31DEC2003,2003,0000805054,1,C
014145,31DEC2004,2004,0000805054,3,C
014163,31DEC1998,1998,0001056087,5,C
014163,31DEC2006,2006,0001056087,5,C
014169,30SEP2012,2012,0000825410,3,C
014186,31DEC2009,2009,0000820237,2,N
014250,31DEC1999,1999,0000075448,2,C
014268,31DEC2003,2003,0000853273,2,C
014268,31DEC2006,2006,0000853273,2,C
014282,31DEC2005,2005,0000820313,5,C
014316,31DEC2008,2008,0000201283,1,N
014344,31DEC1997,1997,0000316456,3,C
014359,31DEC1997,1997,0001038357,3,C
014359,31DEC2004,2004,0001038357,2,I
014363,31DEC1997,1997,0000820626,2,I
014363,31DEC1998,1998,0000820626,3,C
014370,31DEC2004,2004,0000871763,3,I
014380,31DEC1997,1997,0000830141,2,C
014384,31DEC1993,1993,0000830260,4,C
014385,30JUN2002,2002,0000780434,3,C
014386,31DEC2008,2008,0000828750,2,C
014386,31DEC2009,2009,0000828750,3,C
014391,31DEC2009,2009,0001144800,2,N
014405,30APR1998,1997,0000819632,3,C
014418,31DEC1999,1999,0000789570,3,C
014418,31DEC2000,2000,0000789570,3,C
014418,31DEC2005,2005,0000789570,3,C
014446,31DEC1995,1995,0000772197,1,N
014446,31DEC2001,2001,0000772197,2,I
014457,30SEP2000,2000,0000822665,3,C
014459,29FEB2000,1999,0000746782,2,N
014459,28FEB2003,2002,0000746782,2,C
014463,31MAR1998,1997,0000832320,2,N
014489,31JAN2010,2009,0000826083,3,C
014489,31JAN2012,2011,0000826083,1,N
014489,31JAN2013,2012,0000826083,2,C
014503,30SEP1998,1998,0000831327,5,I
014535,31DEC2004,2004,0000832428,1,N
014535,31DEC2006,2006,0000832428,2,C
014535,31DEC2011,2011,0000832428,2,C
014538,31DEC2004,2004,0000818686,2,I
014538,31DEC2006,2006,0000818686,2,C
014555,31DEC2008,2008,0000831967,5,C
014561,30JUN1995,1995,0000820318,2,C
014561,30JUN2001,2001,0000820318,2,C
014563,31DEC2005,2005,0001333274,2,C
014565,31DEC1998,1998,0000835910,3,N
014578,31AUG1997,1997,0000821538,3,N
014590,31DEC2007,2007,0000831259,5,C
014605,31DEC2000,2000,0000806968,2,C
014605,31DEC2001,2001,0000806968,5,C
014605,31DEC2003,2003,0000806968,3,C
014605,31DEC2005,2005,0000806968,3,C
014605,31DEC2007,2007,0000806968,3,C
014606,31DEC2002,2002,0000821536,3,C
014623,31DEC1997,1997,0000836106,2,C
014623,31DEC2002,2002,0000836106,2,C
014624,31DEC1993,1993,0000800240,3,C
014626,30SEP2008,2008,0000832767,2,C
014650,31MAR2000,1999,0000835729,2,C
014650,31MAR2001,2000,0000835729,2,C
014650,31MAR2003,2002,0000835729,3,I
014650,31MAR2005,2004,0000835729,3,I
014650,31MAR2009,2008,0000835729,3,C
014806,31JUL1995,1995,0000753237,3,I
014856,31DEC1996,1996,0000821020,5,C
014883,31DEC1998,1998,0000814457,3,I
014894,31MAR2002,2001,0000839923,3,C
014894,31MAR2007,2006,0000839923,3,C
014898,31DEC2001,2001,0000910638,2,I
014898,31DEC2012,2012,0000910638,2,I
014918,31DEC2007,2007,0000815838,3,C
014923,31DEC1996,1996,0000837290,2,C
014934,31DEC2002,2002,0001090012,3,I
014934,31DEC2003,2003,0001090012,3,C
014960,31DEC2002,2002,0000920148,2,C
014960,31DEC2012,2012,0000920148,2,N
014987,31AUG1994,1994,0000826490,3,I
015037,31DEC2005,2005,0000919239,2,N
015037,31DEC2006,2006,0000919239,2,C
015037,31DEC2008,2008,0000919239,2,N
015037,31DEC2010,2010,0000919239,2,N
015066,31DEC1994,1994,0000817632,3,C
015070,31DEC2009,2009,0000311337,2,N
015084,31DEC1994,1994,0000833320,2,N
015084,31DEC2001,2001,0000833320,2,I
015087,31DEC2006,2006,0000814586,3,C
015087,31DEC2009,2009,0000814586,3,C
015106,31DEC1997,1997,0000840467,2,I
015110,31DEC1998,1998,0000842635,5,C
015110,31DEC2004,2004,0000842635,3,C
015113,31DEC1997,1997,0000841939,3,N
015135,30SEP2000,2000,0000800055,2,C
015150,31DEC2004,2004,0000795615,2,N
015247,31DEC2001,2001,0001035002,2,C
015247,31DEC2003,2003,0001035002,2,I
015247,31DEC2005,2005,0001035002,2,C
015248,31DEC1996,1996,0000356064,3,C
015267,31DEC2008,2008,0000832101,3,N
015267,31DEC2011,2011,0000832101,3,C
015267,31DEC2012,2012,0000832101,3,N
015274,31DEC2011,2011,0000837173,3,I
015290,31DEC2003,2003,0000845752,3,I
015290,31DEC2006,2006,0000845752,3,C
015312,31DEC1997,1997,0000846660,2,I
015334,31DEC2006,2006,0000003124,4,N
015337,28FEB1999,1998,0000783005,5,I
015354,28FEB1999,1998,0000846909,2,C
015444,31DEC2003,2003,0000849395,4,C
015444,31DEC2007,2007,0000849395,4,C
015444,31DEC2008,2008,0000849395,4,C
015503,31DEC1995,1995,0000847841,2,C
015521,31JAN2005,2004,0000791519,3,N
015521,31JAN2009,2008,0000791519,3,C
015704,31DEC2004,2004,0001075124,2,N
015704,31DEC2008,2008,0001075124,5,N
015704,31DEC2009,2009,0001075124,2,N
015704,31DEC2012,2012,0001075124,3,N
015708,31DEC2006,2006,0000850693,3,C
015708,31DEC2007,2007,0000850693,3,I
015803,31DEC2004,2004,0000827809,3,I
015855,31MAR1999,1998,0000849399,2,I
015855,31MAR2001,2000,0000849399,5,I
015855,31MAR2004,2003,0000849399,2,N
015855,31MAR2006,2005,0000849399,3,I
015855,31MAR2007,2006,0000849399,3,N
015855,31MAR2008,2007,0000849399,3,N
016188,31DEC2005,2005,0000851205,3,C
016401,31MAR2008,2007,0000772406,2,C
016405,31DEC2000,2000,0000097052,3,N
016436,31MAR2005,2004,0000854088,4,N
016453,31MAY2006,2005,0000711377,3,I
016477,31DEC1996,1996,0000842162,3,I
016477,31DEC1998,1998,0000842162,3,I
016478,31DEC2001,2001,0000821189,1,N
016478,31DEC2002,2002,0000821189,2,N
016582,31DEC1997,1997,0000855931,2,C
016597,31DEC1999,1999,0000855658,2,C
016597,31DEC2011,2011,0000855658,3,C
016665,31DEC1998,1998,0000853665,2,C
016710,30SEP1998,1998,0000854775,3,C
016710,30SEP2002,2002,0000854775,3,C
016710,30SEP2008,2008,0000854775,3,I
016721,31MAR2006,2005,0000712515,1,N
016813,30JUN2001,2001,0000790071,3,N
017110,31AUG2001,2001,0000835541,2,I
017110,31AUG2002,2002,0000835541,3,I
017209,31OCT1998,1998,0000826411,3,N
017225,31DEC2003,2003,0000838877,2,N
017239,31DEC2011,2011,0001060009,2,I
017405,30SEP1999,1999,0000011390,2,C
017436,31DEC2006,2006,0001024148,4,N
017947,30JUN2006,2006,0001172724,2,N
017947,30JUN2007,2007,0001172724,2,N
018484,31AUG1997,1997,0000854460,2,C
018545,31DEC1997,1997,0000853532,2,C
018545,31DEC1998,1998,0000853532,5,C
018549,30JUN2002,2002,0000840715,3,C
018560,31DEC2009,2009,0000760326,4,C
018636,30JUN2005,2005,0000835403,4,N
018699,30SEP2005,2005,0000857005,2,I
018699,30SEP2008,2008,0000857005,2,I
018701,31DEC1997,1997,0000856711,3,N
018705,31DEC1993,1993,0000856716,2,C
019349,30SEP2003,2003,0001135644,2,N
019349,30SEP2004,2004,0001135644,2,N
019349,30SEP2005,2005,0001135644,2,N
019433,30SEP2002,2002,0000315131,2,C
019565,31DEC2011,2011,0000863064,1,N
019565,31DEC2012,2012,0000863064,1,I
019613,31DEC2003,2003,0001026291,3,N
019625,31DEC2004,2004,0000866213,2,C
019661,31MAR2003,2002,0001094517,2,I
019661,31MAR2009,2008,0001094517,1,N
019807,31DEC2002,2002,0000844789,2,C
019824,31DEC2004,2004,0001067428,2,C
019824,31DEC2008,2008,0001067428,2,N
019824,31DEC2009,2009,0001067428,2,N
019911,30SEP1995,1995,0000854860,3,C
020005,31DEC1997,1997,0000856529,3,C
020021,31DEC1993,1993,0000852807,1,C
020064,31DEC2003,2003,,2,C
020185,30SEP1995,1995,0000825542,5,C
020185,30SEP1999,1999,0000825542,5,C
020196,31DEC2003,2003,0000857471,5,I
020196,31DEC2004,2004,0000857471,5,C
020196,31DEC2007,2007,0000857471,2,I
020196,31DEC2011,2011,0000857471,1,N
020202,31DEC2009,2009,0000858452,3,C
020214,31DEC2005,2005,0001126874,2,N
020214,31DEC2008,2008,0001126874,3,C
020243,31DEC2003,2003,0000879338,2,N
020294,31OCT1996,1996,0000858660,2,C
020417,30NOV1996,1996,0000868076,2,N
020417,30NOV1997,1997,0000868076,2,I
020423,31DEC1998,1998,0000858339,2,C
020423,31DEC2000,2000,0000858339,4,N
020423,31DEC2001,2001,0000858339,3,C
020423,31DEC2005,2005,0000858339,3,C
020488,31DEC2005,2005,0000903571,2,C
020548,31DEC2001,2001,0000858470,3,C
020588,30JUN1998,1998,0000916691,2,I
020600,30NOV2006,2006,0001173420,2,N
020653,31DEC2001,2001,0000945764,1,I
020653,31DEC2010,2010,0000945764,3,I
020670,31DEC2003,2003,0000771992,1,C
020670,31DEC2010,2010,0000771992,2,N
020670,31DEC2012,2012,0000771992,2,N
020683,31DEC2008,2008,0001088166,2,N
020683,31DEC2010,2010,0001088166,2,N
020684,31DEC2008,2008,0001334388,2,N
020684,31DEC2009,2009,0001334388,2,N
020684,31DEC2011,2011,0001334388,2,C
020695,31DEC2008,2008,0001013605,2,I
020779,31JUL1997,1997,0000858877,1,N
020779,31JUL1999,1999,0000858877,2,N
020779,31JUL2000,2000,0000858877,1,N
020779,31JUL2001,2001,0000858877,1,N
020779,31JUL2004,2004,0000858877,3,N
020779,31JUL2005,2005,0000858877,1,N
020779,31JUL2006,2006,0000858877,3,I
020779,31JUL2007,2007,0000858877,2,N
020779,31JUL2010,2010,0000858877,2,N
020779,31JUL2012,2012,0000858877,1,N
020847,31DEC2005,2005,0000946823,2,C
020904,30SEP2000,2000,0000859737,3,I
020904,30SEP2008,2008,0000859737,3,I
020904,30SEP2012,2012,0000859737,3,I
020993,31DEC1997,1997,0000860097,5,C
021186,30JUN2002,2002,0000859368,2,C
021186,31DEC2011,2011,0000859368,2,C
021204,31DEC1996,1996,0000758830,2,N
021217,31DEC1997,1997,0000854661,2,C
021237,31DEC2004,2004,0000844965,2,C
021237,31DEC2012,2012,0000844965,3,C
021244,31DEC2006,2006,0001007228,3,
021427,30JUN2008,2008,0000856250,2,C
021487,28FEB1999,1998,0000861361,5,I
021487,28FEB2002,2001,0000861361,4,C
021496,31DEC1994,1994,0000820736,3,C
021686,28FEB1997,1996,0000711307,3,C
021686,28FEB1998,1997,0000711307,3,I
021777,31DEC2010,2010,0000856982,3,C
021864,30SEP2003,2003,0001061574,3,N
021864,30SEP2004,2004,0001061574,3,N
021864,30SEP2010,2010,0001061574,2,N
022057,30JUN1997,1997,0000817820,2,C
022140,31DEC1999,1999,0000848865,2,C
022140,31DEC2001,2001,0000848865,3,C
022221,31DEC2007,2007,0000829608,2,C
022260,31DEC1997,1997,0000860730,3,N
022308,31DEC2006,2006,0000824068,2,C
022308,31DEC2007,2007,0000824068,2,C
022447,31DEC2006,2006,0000821483,2,N
022528,30JUN1999,1999,0000756497,1,C
022532,31DEC2001,2001,0000863557,2,N
022546,31DEC1999,1999,0000835405,3,C
022772,31MAR1998,1997,0000315449,3,C
022772,31MAR1999,1998,0000315449,3,C
022794,30SEP1995,1995,0000864328,3,C
022794,30SEP1999,1999,0000864328,2,N
022794,30SEP2002,2002,0000864328,2,I
022794,30SEP2008,2008,0000864328,2,N
022810,31DEC1999,1999,0001075066,2,I
022815,31DEC2007,2007,0000864749,3,I
022815,31DEC2010,2010,0000864749,2,N
022819,31MAR1997,1996,0000863445,3,C
022829,31DEC2003,2003,0000864233,5,C
022832,31AUG1996,1996,0000859917,3,C
022974,31DEC2001,2001,0000809428,2,I
022980,31DEC1997,1997,0000864902,2,C
023002,31DEC2002,2002,0000023194,2,N
023034,30SEP2003,2003,0000848551,3,C
023050,31DEC1998,1998,0000863483,3,C
023084,31DEC2002,2002,0000863436,3,C
023084,31DEC2007,2007,0000863436,2,C
023088,30SEP1997,1997,0000865846,2,C
023135,30SEP1997,1997,0000866752,2,C
023195,31MAY2003,2002,0000866273,2,C
023224,30SEP2008,2008,0000866706,3,I
023226,31DEC2012,2012,0000829323,2,C
023291,31DEC1998,1998,0000811240,2,C
023616,31MAR2006,2005,0000869986,3,N
023671,31DEC2001,2001,0000924613,2,N
023671,31DEC2006,2006,0000924613,1,N
023671,31DEC2008,2008,0000924613,2,I
023714,31DEC2007,2007,0001108109,3,C
023774,31DEC2000,2000,0000869087,2,N
023774,31DEC2002,2002,0000869087,3,I
023774,31DEC2003,2003,0000869087,3,N
023810,31DEC2004,2004,0000866609,3,C
023898,30SEP1997,1997,0000868725,2,C
023943,31DEC2010,2010,0000767920,3,I
023945,31DEC2004,2004,0000873364,3,C
023945,31DEC2005,2005,0000873364,2,I
023946,31DEC1996,1996,0000785814,2,C
023946,31DEC1997,1997,0000785814,2,C
023946,31DEC1998,1998,0000785814,3,C
023961,31DEC2002,2002,0000854271,5,C
023964,31DEC2005,2005,0000771252,3,C
023978,31DEC2007,2007,0001163302,2,C
023988,31DEC2007,2007,0000882289,3,C
024005,31DEC1996,1996,0000867665,2,C
024008,31DEC2002,2002,0000873591,2,C
024021,31MAR2011,2010,0000313143,3,N
024032,31DEC1999,1999,0000874016,3,C
024032,31DEC2001,2001,0000874016,3,C
024032,31DEC2003,2003,0000874016,2,C
024032,31DEC2004,2004,0000874016,3,C
024032,31DEC2011,2011,0000874016,3,C
024037,31MAY1998,1997,0000874038,2,C
024040,31DEC2007,2007,0000874015,1,N
024066,30JUN1998,1998,0000810029,2,N
024157,31DEC2006,2006,0000840489,1,N
024171,31JAN2012,2011,0001319947,1,N
024184,31DEC2001,2001,0000830158,3,C
024187,30SEP1997,1997,0000874265,3,C
024187,30SEP1998,1998,0000874265,3,C
024191,31DEC1997,1997,0000874255,2,C
024216,31DEC1999,1999,0000874761,2,C
024216,31DEC2000,2000,0000874761,2,C
024216,31DEC2001,2001,0000874761,3,C
024216,31DEC2011,2011,0000874761,2,I
024219,31DEC2006,2006,0000812191,3,I
024222,31DEC1997,1997,0000874786,5,C
024291,31DEC2007,2007,0000049754,5,C
024316,31DEC2000,2000,0000865752,2,N
024326,31DEC1996,1996,0000041304,1,I
024344,31DEC2001,2001,0000875320,2,N
024344,31DEC2009,2009,0000875320,2,N
024346,31DEC2006,2006,0000855424,2,C
024352,30NOV2003,2003,0000876167,3,C
024352,30NOV2004,2004,0000876167,3,C
024353,31DEC2001,2001,0000779282,3,C
024357,30JUN1997,1997,0000876516,2,N
024378,30JUN1999,1999,0000874733,3,C
024395,31DEC1998,1998,0001071645,2,C
024396,31AUG2007,2007,0000704415,3,C
024409,31DEC2001,2001,0000768262,2,I
024409,31DEC2003,2003,0000768262,1,C
024409,31DEC2005,2005,0000768262,3,I
024409,31DEC2006,2006,0000768262,3,I
024474,31DEC2004,2004,0000877645,2,N
024483,31JAN2004,2003,0000878079,3,C
024522,31JAN2000,1999,0000878314,3,I
024537,30JUN1999,1999,0000878280,2,I
024537,30JUN2002,2002,0000878280,2,N
024539,31DEC1996,1996,0000817366,2,C
024539,31DEC2010,2010,0000817366,3,N
024543,31OCT1998,1998,0000877908,5,C
024545,31JAN2002,2001,0000878720,4,C
024607,31DEC2000,2000,0000878736,5,I
024610,31DEC2000,2000,0000878828,1,N
024655,31JAN1998,1997,0000879360,3,C
024669,31DEC1999,1999,0000877476,3,C
024671,31DEC1999,1999,0000879554,3,C
024675,31DEC1997,1997,0000849101,2,C
024680,31DEC1996,1996,0000861438,2,C
024691,31DEC1997,1997,0000878230,2,C
024708,31DEC2010,2010,0000879585,3,C
024749,31DEC1997,1997,0000879986,3,C
024755,30JUN2010,2010,0000880117,2,C
024782,30JUN2005,2005,0000820096,3,C
024782,30JUN2008,2008,0000820096,3,N
024783,30SEP1997,1997,0000831641,3,I
024783,30SEP1998,1998,0000831641,3,I
024783,30SEP2003,2003,0000831641,3,C
024792,31DEC2004,2004,0000749254,2,C
024795,31MAR1998,1997,0000880807,2,N
024795,31MAR2007,2006,0000880807,3,C
024800,30SEP2002,2002,0000804328,3,I
024800,30SEP2005,2005,0000804328,2,N
024803,30SEP2003,2003,0000880446,2,I
024841,31DEC1997,1997,0000879884,2,C
024841,31DEC1998,1998,0000879884,2,C
024841,31DEC2007,2007,0000879884,3,C
024856,31DEC2003,2003,0000882095,1,N
024856,31DEC2006,2006,0000882095,1,I
024856,31DEC2009,2009,0000882095,4,C
024870,31DEC1996,1996,0000824169,1,N
024870,31DEC1997,1997,0000824169,1,N
024870,31DEC2002,2002,0000824169,1,N
024893,30SEP2004,2004,0000865436,3,N
024893,30SEP2007,2007,0000865436,3,C
024898,31DEC2006,2006,0000879993,4,C
024908,31DEC1997,1997,0000882098,2,C
024912,31DEC2008,2008,0000880984,3,C
024925,31OCT2001,2001,0000882835,5,I
024926,31DEC1998,1998,0000881791,3,N
024934,31DEC2002,2002,0000879437,2,C
024934,31DEC2004,2004,0000879437,2,C
024934,31DEC2006,2006,0000879437,3,C
024934,31DEC2007,2007,0000879437,2,C
024969,31DEC1996,1996,0000021627,3,C
024975,31OCT2002,2002,0000883241,2,I
024975,31OCT2003,2003,0000883241,2,I
024975,31OCT2005,2005,0000883241,1,N
024975,31OCT2006,2006,0000883241,1,N
024975,31OCT2008,2008,0000883241,1,N
024975,31OCT2010,2010,0000883241,2,N
024975,31OCT2012,2012,0000883241,2,I
024978,31DEC1997,1997,0000837465,2,C
024978,31DEC1998,1998,0000837465,2,N
024988,31DEC1997,1997,0000883420,3,C
024988,31DEC1998,1998,0000883420,3,C
025021,31DEC2007,2007,0000883293,3,C
025033,31OCT2000,2000,0000949876,1,C
025056,31DEC2009,2009,0001105705,2,N
025079,31DEC2003,2003,0000834162,3,C
025088,30JUN1999,1999,0000879911,2,C
025110,31DEC2002,2002,0000883984,2,C
025115,30SEP1995,1995,0000883905,2,C
025119,31DEC1998,1998,0000851968,2,N
025119,31DEC2002,2002,0000851968,3,C
025119,31DEC2005,2005,0000851968,2,C
025124,31DEC1996,1996,0000884905,5,C
025130,31OCT1998,1998,0000883902,2,C
025130,31OCT2006,2006,0000883902,3,C
025132,31DEC2004,2004,0000883979,3,C
025136,30JUN1999,1999,0000889087,2,I
025150,31MAR2005,2004,0000867347,2,I
025154,30JUN1996,1996,0000884063,2,C
025166,31DEC2011,2011,0000771266,2,C
025180,31DEC2001,2001,0000880266,3,C
025279,31DEC1998,1998,0000885725,2,C
025279,31DEC2001,2001,0000885725,2,N
025279,31DEC2002,2002,0000885725,2,N
025279,31DEC2005,2005,0000885725,2,N
025279,31DEC2006,2006,0000885725,3,C
025279,31DEC2008,2008,0000885725,2,N
025285,31DEC1998,1998,0000868263,2,C
025313,31MAR1998,1997,0000815065,2,I
025313,31MAR2005,2004,0000815065,3,N
025314,30APR2000,1999,0000863015,2,C
025314,30APR2011,2010,0000863015,3,C
025317,30SEP1996,1996,0000859640,2,C
025320,30SEP1996,1996,0000792130,2,N
025326,30JUN1996,1996,0000860194,3,C
025341,30SEP2005,2005,0000886903,4,I
025341,30SEP2006,2006,0000886903,4,C
025385,31OCT1997,1997,0000726603,3,C
025422,31DEC1997,1997,0000887207,3,C
025509,31DEC1997,1997,0000886835,3,C
025509,31DEC2003,2003,0000886835,2,N
025509,31DEC2006,2006,0000886835,2,C
025509,31DEC2007,2007,0000886835,3,N
025509,31DEC2012,2012,0000886835,5,C
025536,30SEP1997,1997,0000887733,3,C
